,F0_MAX-P,F0_MAX-C,F0_MAX-S,F0_MEAN-P,F0_MEAN-C,F0_MEAN-S,F0_MAS-P,F0_MAS-C,F0_MAS-S,ENG_MAX-P,ENG_MAX-C,ENG_MAX-S,ENG_MEAN-P,ENG_MEAN-C,ENG_MEAN-S,speech_rate-P,speech_rate-C,speech_rate-S
0,-5.129073118878978,0.5125640218847614,-0.7355614601149641,-26.203730117611116,0.6182352443161203,0.7045852686331945,-135.38441435488807,-0.8384908391915314,-0.29192126753543707,-2.2812539841290658,0.3226472702882081,0.6233872335071957,-2.737312144762157,-0.7884401851500753,-0.5593006849481197,-2.0269631131625276,-0.36173698861139864,-0.6020458744155691
1,-59.06510438877558,0.5354404987479509,-0.23478710759855423,-72.47996601369147,0.7239579609636316,0.49209620240674484,-123.49357869119802,0.7429290775165945,0.20363176825395493,-0.29840312940026337,0.371461343623793,-0.08396296514904092,-2.7136250323285225,0.03205524400075819,0.2804426273672276,-5.265458251419933,-0.1330307482484424,-0.5245665172627554
2,-56.45797570336157,0.1423506831313738,0.6129952945407837,-99.76318290754728,0.5708728484277283,0.6367300169820218,-89.19278271014599,-0.4087084402097662,0.9040613019346295,-1.3813961870903455,0.38429658669181954,-0.2516698086705499,-4.340328399900329,-0.09328794145039787,0.31632690132320884,-4.401538454323186,-0.8974934602822504,0.2535208214039571
3,-19.25225671017131,-0.3033864762029248,0.3466135989054038,-1.167109410974689,-0.4428639728307044,-0.6485730578591261,-54.025985894408336,-0.35191371021351486,0.2741536597114034,-1.573879606983212,0.14699467975227992,-0.5356391486813297,-0.3655817027915944,-0.21338638329920914,0.529194192558846,-4.690188305979501,-0.7952254219275061,0.5485955349088546
4,-73.13632150738081,0.7156575010205994,-0.558358580790212,-126.31309582826056,0.9361176118320466,-0.614328144795743,-174.71965834193608,-0.151086740853604,-0.7228327571204556,-1.3305043752853436,-0.0786719260221646,-0.4047219374782133,-3.4409095837771986,0.19084441393513377,0.1735779357555438,-3.855450672695766,-0.5120809110314924,0.6686130783517241
5,-69.35455756407674,-0.3918665419676589,-0.39209109326341307,-59.74106961168573,0.44551023966402964,-0.12380882900150803,-723.2899276531837,-0.1391266372710565,-0.39615581513823417,-6.836140063075689,-0.22009236417147665,0.3880576769284964,-2.4532412845414484,0.0607390679685305,0.2514053810449608,-3.433938132315377,-0.5913717377262395,0.4503921046195748
6,-23.449720383532622,0.19464240065540514,0.5811425904925104,-27.927732413457477,-0.7056340057530385,0.4314989226628865,-31.846480966738454,0.685423207203995,-0.43536320463801975,-2.190691692444055,-0.5423352959333646,0.12231180060530472,-1.6344357621993595,-0.11358677015198045,0.45443206884807424,-4.23838965982561,-0.6193261097655818,-0.2182181968341377
7,-22.812215785885883,-0.14004721895926675,0.3314043365693341,-24.403480734272563,0.45188054066288724,-0.19491769829720684,-11.352671577777016,-0.2877559802434354,0.21179327930273395,-6.1876639899694865,0.18689270860875212,-0.8472499039757557,-2.5582707224242185,0.1929257154319301,-0.6842448378658321,-0.7463544734273064,-0.3855092234418291,-0.2926163569160969
8,-177.94306550210027,0.08145686164563454,0.3044078606303489,-134.72169313512114,0.6479450406464368,0.6391741328054016,-138.4087327559966,0.11878598147217277,0.5777008351674039,-2.8045198237550153,-0.5023738195356534,-0.5886042420432396,-3.8212643256118284,-0.14334709834348938,0.7651311326519777,-3.4510380676919983,0.19259257697588536,-0.1011500915609975
9,-65.86928962370865,0.850441136276287,-0.30515596839445935,-119.61345578428748,0.7856906405236302,-0.6301665857996264,-21.453858782858447,0.3792842909317739,0.6258646135833904,-0.9405748377541556,-0.8058931730002623,0.43680529585013794,-2.7853163570599193,0.38052436870660367,0.08917439375690107,-0.8995885319832553,0.07418908338292904,-0.20526879731204525
10,-95.26866955521245,-0.0341325080698841,-0.4753825782444622,-155.12445580792638,0.32239552027262186,-0.46608757970733455,-56.41607766582058,-0.18989394790960284,0.5770245609082324,-2.536117500229345,-0.8785939662858373,-0.26052325431028006,-4.502444141616465,-0.960293156770208,-0.3732024006021987,-3.545783485632982,0.869124964584095,-0.44876760269950183
11,-61.52699915272564,0.3096741338107195,-0.2628122967733699,-32.65801134506299,0.545339482831688,0.5108467434260552,-21.523271407196376,-0.20942984943638748,0.4834932810804883,-4.229276980578788,0.2583931178035765,0.15668208351370536,-3.691672429333721,0.0421509112138475,0.2950475060254415,-2.7026073105941544,0.20606468825807892,0.5516971488310374
12,-96.90254372977245,0.07314643016667309,-0.19109248978902948,-148.25081003605925,-0.1723873942511639,0.34743336263681346,-138.16493795074038,-0.017703188695190063,-0.13374763354666555,-5.19480517825744,0.3900802769258881,-0.4655336113711163,-0.0371346487092552,0.10857209669977984,-0.3515051856160157,-2.7148783547240978,-0.3934015287971479,-0.20437125265786232
13,-121.40392803453227,-0.8596201464593441,-0.16505172292743622,-113.7537892907462,-0.14585136636636947,-0.22048457400672258,-65.73750900191402,-0.43241344931095665,-0.3183105363439597,-3.8151197231305005,-0.40692719311154935,0.30188022549196336,-4.387824178562887,0.2576381436673527,0.7055142242954954,-3.969195829275434,-0.07741085723059134,-0.3056309404897374
14,-72.960739733482,0.1390274621781888,0.06577752513837187,-107.43653009609514,0.25787116239433716,-0.375773882213155,-129.67004003079296,-0.4238878920469578,-0.3844688159129923,-0.5046230289878082,0.16016966075491262,0.4020990985482794,-1.84928823564546,0.6646474833924837,0.43235811063066915,-1.5460630930787431,0.8138495812638086,0.1737223613199963
15,-129.44059293970736,-0.40448428033739287,-0.5267050861127501,-109.74273358261908,0.1933651056059341,-0.9316428751094618,-56.55084031265358,0.22949423007210848,0.3207451469466698,-3.5112573489273444,0.47594058129896705,-0.1291572472467902,-0.04685369015776786,-0.6012705336401658,-0.07001666889312545,-5.840820548603846,-0.7695854533109877,-0.7027542047607329
16,-146.1376047635567,0.6651276298782669,0.7381443919722748,-130.191906300166,0.8944452188761779,0.2940351004010515,-169.25003769080072,0.6448270229651667,-0.2057647225579889,-0.3434122078469741,-0.0736134287148467,-0.4479028831276985,-2.841929839060761,-0.03344778298399533,-0.7398978866246008,-2.1882013039591444,-0.6740944185257755,-0.4896642658489473
17,-102.75718801608781,-0.3300264036233528,0.7008153357574227,-138.54974200657273,0.5227311208784666,0.4557070713807921,-148.8539235181758,-0.45866775734992754,-0.37683365447452394,-1.2825929224800703,0.5771368841607204,-0.4210454279569566,-1.1108049129176152,0.5152566809602391,-0.3668739916610123,-1.1406833708862987,0.6411806580305311,-0.5136139445924498
18,-60.16657374481565,-0.8409336082798278,-0.6367159732024493,-30.186769784304005,-0.41556481412695795,0.579699248861122,-21.22654838191471,0.23002647751989957,0.42909515289129163,-2.737886759594595,-0.5405020442178611,-0.4556235015905333,-2.580071379023302,-0.573105793008752,-0.43994955454181706,-2.5724467976066867,-0.6783177414995627,-0.6684610332210484
19,-78.184518594103,0.27909463766180925,0.26502103186195297,-111.5438916639495,0.6889596861032931,0.2986067859878674,-103.32456048396483,0.8083476102189913,-0.3892176398051398,-6.340983711600721,-0.44725143949003954,-0.5104668164115946,-6.070694968791486,-0.0618144210045867,-0.3528824775495981,-4.565116917269005,-0.8640890356972373,-0.39506598106474783
20,-14.577725214736176,-0.5935552136310525,0.5250718001517812,-1.226706844375201,0.17740545926888712,0.922757031159084,-10.210289993476408,0.14897274636567354,0.1615281250631593,-1.9656659131270047,0.5017983119649732,0.38036352229153036,-2.5820068860539322,-0.5498428268529539,-0.2691933246296295,-2.3255450892608476,-0.5528667722757067,0.21312013504313493
21,-35.11954614466674,0.5694993220608573,0.18994046010124976,-90.20150538828713,0.8773492494101074,-0.4764473819903548,-22.52467145217554,-0.06887397043025006,-0.5013816972748287,-1.564991325500273,-0.01622999510196845,0.44754041325545113,-2.853819809069215,0.46063309122191315,-0.5638464592994012,-2.0606581503981367,0.2524424911596734,-0.26023750052931455
22,-59.7618668848919,-0.4997321669234362,0.35311976481976093,-76.8508401169943,0.5780550996411558,-0.12397006224773063,-133.83219431156562,-0.19908840684602294,0.7329723140027093,-16.97181857010088,0.3110704493490789,0.7370599407574794,-11.262238556843343,0.14545234987778888,0.6333345320124644,,,
23,-4.7970413143650035,0.33062902953308426,-0.746082761763688,-91.4976255368407,0.8625966522995671,0.2990480925593866,-118.8286251733548,-0.28935055934902143,0.6713820165628571,-4.151738077662948,-0.5283448898708883,-0.7859642181451256,-1.543825856708267,-0.3134707960271017,0.6095367911501952,-2.9628796031574565,-0.17508250987681576,0.1946156337849734
24,-17.499997438920957,-0.689417867621244,-0.21819580472951783,-89.84389578803851,0.5671885744588788,0.6268422126664679,-24.440299729152116,-0.33641092558182123,0.7700758163089954,-5.996229405424323,-0.3049627277829633,-0.525019429475413,-0.7797860025058014,-0.0019875576873240575,0.36751318848242454,-1.1615342551123096,-0.5686841314023555,0.39520238918850853
25,-43.804689814074095,0.2533456439525972,-0.13214893076070555,-99.36348279544947,0.261799094312878,0.30569470537981447,-6.746213088775448,0.7407548923673377,-0.39072834397098183,-6.5031820504965765,0.18688188483673232,-0.4799209123399022,-3.2743800665871277,-0.045857272971195684,-0.5259305400435034,-0.41662754665919266,-0.05255079566317832,-0.5890919512393976
