,F0_MAX-P,F0_MAX-C,F0_MAX-S,F0_MEAN-P,F0_MEAN-C,F0_MEAN-S,F0_MAS-P,F0_MAS-C,F0_MAS-S,ENG_MAX-P,ENG_MAX-C,ENG_MAX-S,ENG_MEAN-P,ENG_MEAN-C,ENG_MEAN-S,speech_rate-P,speech_rate-C,speech_rate-S
26,-98.23557116762515,0.8470587605676233,-0.65151884627967,-126.12258193095758,0.9680007884789289,-0.6867053199223783,-100.23343530608719,0.7187766240453161,0.15838642674764572,-2.958463113981331,0.744037341532015,-0.0644795236453944,-1.998231517708433,-0.5274094947240185,0.04662530214099693,-4.258534558841235,0.5024814843812279,-0.3122480655835869
27,-117.41675782079301,0.6412292622070661,-0.6997641718842629,-139.43496925928818,-0.5334915335870366,0.6025235855147194,-182.8595158172027,-0.3231475836990068,0.35442111433697565,-0.3274505970964867,-0.5806071292079997,0.5764793132832566,-4.362385361379957,-0.7012001503997534,0.5988877263453736,-3.0483911360850025,0.4682261302548419,-0.46016891419026396
28,-48.671086741363126,-0.5593242006184478,0.2788413905337401,-42.98237351384998,-0.8416989546229633,0.17498356547919638,-1.2527643557422152,0.388589718960443,0.1377680146448598,-2.2723222144413313,-0.313431206315829,-0.3951826570531984,-3.4892698334889545,-0.49677182445185525,0.7225218398258417,,,
29,-27.496348802014325,0.08165305353731957,0.30502263851057637,-121.18454292145691,0.19306415450417427,0.8449349688188074,-176.4469960003562,0.9120123271391684,-0.38595674442549016,-2.4694879412137993,0.5212508513403755,-0.5564454825955175,-0.6455134141696277,0.6245709450053633,0.5247053922064167,-2.113611934148617,-0.04093782977538602,-0.21377011138684665
30,-101.24119007653331,0.28418266085346017,-0.3021108655201093,-94.88395727995007,0.817900706100374,-0.814726984433679,-36.801282791940764,-0.3496424422440232,0.8731598694566256,-4.102647568707567,0.19787315179055098,-0.6855238478819885,-5.716159990449924,0.6540041874911067,0.5552272878924454,-4.709675044086609,-0.5795472011131367,0.5252241878081496
31,-115.54350082519255,0.07084015532230876,-0.2599050146796472,-84.68650340496117,0.6906943185860983,-0.36148551139826535,-18.902631884939808,-0.32647374746539626,0.42362709007033034,-0.0666823258760374,0.003398257108279195,0.4965800761136592,-1.0879098414630093,-0.047171550415955506,0.20098663434790137,-3.153436869122448,0.48724236425791234,0.15455640946516885
32,-165.09505437226446,0.5475108152724573,0.6455270179217923,-146.62077769575507,0.29544345462441607,0.8634248468245698,-211.43960640625934,-0.21804994191704125,0.5666995993061018,-5.940476145152587,-0.0032009640967800173,0.592845615720683,-4.815219355177163,0.4740169602189964,0.59806603330055,-3.299635708877963,0.42195229942329565,0.5698394554395642
33,-89.76812673930169,0.3654669582141833,-0.11801555006334985,-135.9717311812666,0.465202199413026,0.17525763718076923,-121.74664439485426,0.8413758599397392,0.177289748909358,-2.0164704099938717,-0.9044513040113221,-0.34529824836509726,-3.173522764067556,-0.44886733610030155,-0.4195303927389931,-4.120128333336666,-0.4123257558563072,-0.33272602807078766
34,-139.20476839674163,-0.6951298029425985,0.4285677106878204,-131.02646351749036,-0.16403123254368165,0.5839693588765332,-1.3282995964927409,0.0733818082066328,0.6720139175079544,-3.890097475046268,-0.8449237236055284,-0.6153607445252702,-5.902260774096668,-0.9092326868504568,-0.6804574561250505,-4.304850759951035,-0.9010670014836022,-0.3033931770884834
35,-87.76543320431136,0.6455298855307269,0.6058889028922666,-128.8302064942889,0.5607411079858496,-0.0807621951570222,-97.32605472154364,-0.8308771422920062,0.66155237940627,-0.14089291727188424,-0.5087560341802243,-0.13348690428711857,-1.9724415728575195,0.011941383907321078,0.07072243958871538,-3.5423696593729366,-0.05106856526563722,-0.3060596612741117
36,-55.3431582412511,-0.7458463012156974,-0.48720840273466687,-106.96342692354685,0.6459423920126637,-0.4816175334732707,-17.678608839220203,0.3577955696847626,-0.38506491329722997,-2.6504193759671963,0.7814639935777438,0.41577800812442794,-0.23713550348873014,0.6578810289064677,0.4027509472383615,-2.3033895330811927,-0.7458405719730811,0.3401584193541541
37,-141.1072429727241,0.056001245462382006,0.2527551917820394,-143.19539404819335,0.5068193373251599,-0.5522503187828285,-170.61229699559294,0.3794543347460706,0.3892812045099308,-1.06104613499825,0.3333762371700931,-0.3890817290297923,-1.3609353402911708,-0.3782844399072905,-0.7754403712454411,-4.5724397266571986,-0.5166968454476918,-0.2617460797846844
38,-2.9608830084416695,0.1069532625563604,-0.15440984230534327,-96.1390170443185,0.7411406230559303,-0.6319936943525299,-71.15784601521716,0.7363720880757587,0.2493497035128019,-2.4136421609463454,-0.25020989844798097,0.8091782222645448,-1.5331057869599078,0.038729401318217505,0.6567569604164095,-2.4994604394244355,-0.3831790336782873,0.5283799462172246
39,-75.50262392405688,0.6604230396035865,-0.3416249375366054,-34.94808905735093,0.6973035883277403,-0.1526437302501851,-61.93144851765777,0.5211690166935122,0.3521815067628685,-3.76069545890514,0.18017765552136777,0.5569488862741363,-2.9633662910088034,0.6867315460872309,0.4346546084166643,-2.4270977362624038,-0.007777695484953715,0.4863855106764609
40,-0.502552637805536,0.28953016437998785,-0.28833866230027894,-56.66191520756499,0.8618066250426663,0.506689173215022,-9.179811886034997,0.45893439269640346,0.4009485173053596,-1.9927403846153808,-0.2982960505705688,-0.5376190630440494,-0.04468556835612958,-0.21652425579110998,-0.4983023158891072,-3.1889026561213676,-0.597090474763752,-0.3184223089731489
41,-53.99599825374864,0.4109962406153136,-0.30109764692719393,-107.67358462701098,0.8308168532149791,-0.6793786486806239,-34.86330655463337,0.5465104010182098,0.19848693873087783,-5.29137111469754,-0.2776591397310763,0.7109408246890715,-2.7612735679885176,-0.4325350486532736,0.7634713680206423,-2.4302110882378543,-0.1174545221943499,0.337258947687625
42,-62.81722308340028,-0.7903916027371803,0.3726304585650296,-125.2591014180733,-0.5813531304462161,-0.11491382312223475,-69.03004989091733,-0.22174581695916082,0.5123965205783542,-2.572623081486576,0.054804223837720295,0.6572401762044158,-1.4588393233053907,0.7293175754397693,-0.2931320364322428,-3.9574400895285233,0.9541331655886788,-0.6046221911691899
43,-12.298873190250447,0.14159004848005946,-0.37598969102511426,-89.61653020889685,0.9533705523305716,-0.4722725152547191,-148.85957876984762,-0.33098571607693894,-0.647588880156961,-5.001587536194975,0.4412351230572494,0.2824489418862966,-0.37396553918605946,-0.18924631931783076,-0.2129321882647474,-1.953807057934542,0.09721473490154277,0.6675121482289081
44,-41.651299175108306,0.5707528337031974,0.5489843085846196,-7.577375988113346,-0.6325752389123644,0.789036906128568,-118.0342047041515,0.6358721439695435,0.3827919442558337,-0.5482579268649772,0.019295530506452746,-0.6408618154430719,-3.3289819394835334,-0.8407596311504552,-0.32385120019052965,-2.9896719665691274,-0.8473106070315349,0.15143549145185378
45,-7.329480223336191,0.043429493881628096,0.2429442113814776,-67.33542821725916,0.7848159656883754,0.6293411518148878,-79.43965666419447,0.6212811421132094,0.322979461626861,-7.459592958993234,-0.3058122965935221,0.7927793354980527,-0.1561069429159474,0.22668445629666603,0.9081156309790273,-2.3222175079856173,0.9073920971070432,-0.44007975323433457
46,-8.58755415898787,0.5876436355238144,-0.5737908169887206,-90.67357318302234,0.7628737458378638,-0.5305010811104616,-32.55616611955753,-0.5852261990897819,0.21896063782712433,-8.66417922617677,0.2839291267951714,0.30667260819082726,-1.703712667012205,0.1278001554357968,0.3214788108547397,-3.7153924688217614,-0.18078591334035016,0.45367455325778244
47,-33.63731142078507,-0.5197219679690254,-0.08153859593099423,-22.129673461617728,0.19264794722934114,0.3447635579073115,-100.93605308764262,-0.4424807821182067,-0.7053866134930739,-4.106663611276495,-0.305292755323308,-0.30580413215673213,-0.9428020885815016,0.4537961508948292,0.4917663933636933,-1.3475429570528172,0.08792403225875836,0.3178492977738346
48,-30.456304935230435,-0.5861202027282181,0.1955555923199616,-37.03577713187215,0.6455902391243684,0.3123247409379521,-97.40116412653106,-0.021112085277196393,0.1897351903207065,-4.958085259538933,-0.5405467070711297,0.16250091231952968,-4.1222731950455795,-0.572494226690698,0.5079576296653815,-1.2668807578915393,-0.44871028021290643,0.5337227329719072
49,-46.59990080006946,0.4422874709874364,0.4441994348343318,-110.646307645777,0.0555019213353481,0.6024176899326571,-193.54219205678675,0.1668009701492742,0.5904313571413984,-1.1970655061091477,0.44255387129884016,-0.44684834713962496,-3.519437341256058,0.42934858343787496,0.5949124116126063,-1.791842819017651,0.6069553332457528,0.09060485776177987
50,-100.30524546559207,0.7213718609350374,-0.36143873922332603,-122.50472469518891,0.12198469387037421,0.43718667661855753,-117.71137367503297,0.6550400495121856,0.6448303968410112,-5.201563409627646,0.01429034924521611,-0.47862569067564015,-0.5412723013235876,-0.7844694584695081,0.14975171604030516,-2.1557697301397827,0.8735901069531574,-0.3039839575498681
51,-50.422708584515476,0.42085859460317265,0.5012632273043816,-119.75045411125888,0.7518115560072806,-0.44914011518981667,-69.33379292257689,-0.8205324107124696,-0.1288358518232555,-2.2870614509456217,-0.8333183494915554,0.5063468788509623,-3.5925891437647763,-0.38363287839991445,-0.1876855786689819,-3.811751372473359,-0.15798430465461666,0.6342592787588831
52,-23.174409159690015,-0.23107239323848222,-0.1839174909065453,-81.619611759673,-0.7588678827480422,0.46564909748081046,-226.13654487215751,0.3827026241734191,0.32189548391187833,-2.4981929340140425,0.25902116436229894,0.7618175448787814,-2.0263114535015347,0.0738030928397839,0.452400412904362,-3.1775298020032423,0.6858133312708204,-0.02783897694021637
53,-63.93579533166002,0.6667226695368588,-0.5017653597209426,-133.86214930945778,-0.12202538501215697,-0.6949393352300298,-174.4174609962289,0.2641137338243781,0.8105581083188945,-5.677252416273305,0.03982399243696637,-0.728537830449075,-6.235789250393346,-0.4657364446945417,-0.6807328851234716,-2.500713257739852,-0.5438091387720064,-0.10101556392162016
54,-46.088352573682016,-0.44625654217570454,0.40813326470282485,-29.122062612425623,0.25138576699504683,0.8163969238325834,-97.88497143351321,-0.31343425731656954,0.7578326611196461,-0.6164466618237157,-0.4792013876581819,0.2055170967476819,-2.7172631555278883,-0.22381864898080006,0.5582278091799905,-3.7520340206297336,-0.4195486800230073,-0.3606755116035709
55,-36.85635354200866,-0.8680488435969869,0.2166666964017841,-8.011673478498807,0.49901952410476075,0.7254018972418769,-0.39974005227691123,0.26468731037468246,0.3275465774017718,-9.399977361099104,-0.6526045152644184,-0.6721264312051102,-5.8327751231314195,-0.6876935387976466,-0.2859107084896449,-4.714477253822006,-0.721330361397042,-0.6171876885427643
56,-57.546418302974075,-0.44350795461755077,-0.36740453988381055,-28.03779558333568,-0.7591865408044424,0.8308408573423842,-12.621891440451236,-0.21311836941964685,-0.4753879688600246,-8.088246388289598,-0.5029489825747225,-0.48524835225164703,-6.9746128915531,-0.3458880131768136,0.11797470777339367,-3.4744586180117913,-0.8054627173859459,-0.598237039095943
57,-95.45486985103997,0.723556142738776,-0.31091373211296386,-111.53479581787519,0.7784358159339891,-0.7099549186790031,-40.90945183530073,0.5563214055918432,-0.18530278268548334,-3.6867901826868987,0.6953297475826556,-0.30146241602344226,-0.500972276559871,0.03877247635708811,0.2955352687558801,-3.4809019168226234,0.4217027683554865,0.4008464480276358
